Time,Acceleration,Velocity,Height
12.47,-9.6612,-9.75878,128.404
12.48,-9.6612,-9.75878,128.306
12.49,-9.6612,-9.75878,128.208
12.5,-9.6612,-9.75878,128.111
12.51,-9.6612,-9.75878,128.013
12.52,-9.6612,-9.75878,127.916
12.53,-9.6612,-9.75878,127.818
12.54,-9.6612,-9.75878,127.72
12.55,-9.6612,-9.75878,127.623
12.56,-9.6612,-9.75878,127.525
12.57,-9.6612,-9.75878,127.428
12.58,-9.6612,-9.75878,127.33
12.59,-9.6612,-9.75878,127.233
12.6,-9.6612,-9.75878,127.135
12.61,-9.6612,-9.75878,127.037
12.62,-9.6612,-9.75878,126.94
12.63,-9.6612,-9.75878,126.842
12.64,-9.6612,-9.75878,126.745
12.65,-9.6612,-9.75878,126.647
12.66,-9.6612,-9.75878,126.549
12.67,-9.6612,-9.75878,126.452
12.68,-9.6612,-9.75878,126.354
12.69,-9.6612,-9.75878,126.257
12.7,-9.6612,-9.75878,126.159
12.71,-9.6612,-9.75878,126.061
12.72,-9.6612,-9.75878,125.964
12.73,-9.6612,-9.75878,125.866
12.74,-9.6612,-9.75878,125.769
12.75,-9.6612,-9.75878,125.671
12.76,-9.6612,-9.75878,125.574
12.77,-9.6612,-9.75878,125.476
12.78,-9.6612,-9.75878,125.378
12.79,-9.6612,-9.75878,125.281
12.8,-9.6612,-9.75878,125.183
12.81,-9.6612,-9.75878,125.086
12.82,-9.6612,-9.75878,124.988
12.83,-9.6612,-9.75878,124.89
12.84,-9.6612,-9.75878,124.793
12.85,-9.6612,-9.75878,124.695
12.86,-9.6612,-9.75878,124.598
12.87,-9.6612,-9.75878,124.5
12.88,-9.6612,-9.75878,124.402
12.89,-9.6612,-9.75878,124.305
12.9,-9.6612,-9.75878,124.207
12.91,-9.6612,-9.75878,124.11
12.92,-9.6612,-9.75878,124.012
12.93,-9.6612,-9.75878,123.915
12.94,-9.6612,-9.75878,123.817
12.95,-9.6612,-9.75878,123.719
12.96,-9.6612,-9.75878,123.622
12.97,-9.6612,-9.75878,123.524
12.98,-9.6612,-9.75878,123.427
12.99,-9.6612,-9.75878,123.329
13,-9.6612,-9.75878,123.231
13.01,-9.6612,-9.75878,123.134
13.02,-9.6612,-9.75878,123.036
13.03,-9.6612,-9.75878,122.939
13.04,-9.6612,-9.75878,122.841
13.05,-9.6612,-9.75878,122.743
13.06,-9.6612,-9.75878,122.646
13.07,-9.6612,-9.75878,122.548
13.08,-9.6612,-9.75878,122.451
13.09,-9.6612,-9.75878,122.353
13.1,-9.6612,-9.75878,122.256
13.11,-9.6612,-9.75878,122.158
13.12,-9.6612,-9.75878,122.06
13.13,-9.6612,-9.75878,121.963
13.14,-9.6612,-9.75878,121.865
13.15,-9.6612,-9.75878,121.768
13.16,-9.6612,-9.75878,121.67
13.17,-9.6612,-9.75878,121.572
13.18,-9.6612,-9.75878,121.475
13.19,-9.6612,-9.75878,121.377
13.2,-9.6612,-9.75878,121.28
13.21,-9.6612,-9.75878,121.182
13.22,-9.6612,-9.75878,121.084
13.23,-9.6612,-9.75878,120.987
13.24,-9.6612,-9.75878,120.889
13.25,-9.6612,-9.75878,120.792
13.26,-9.6612,-9.75878,120.694
13.27,-9.6612,-9.75878,120.597
13.28,-9.6612,-9.75878,120.499
13.29,-9.6612,-9.75878,120.401
13.3,-9.6612,-9.75878,120.304
13.31,-9.6612,-9.75878,120.206
13.32,-9.6612,-9.75878,120.109
13.33,-9.6612,-9.75878,120.011
13.34,-9.6612,-9.75878,119.913
13.35,-9.6612,-9.75878,119.816
13.36,-9.6612,-9.75878,119.718
13.37,-9.6612,-9.75878,119.621
13.38,-9.6612,-9.75878,119.523
13.39,-9.6612,-9.75878,119.425
13.4,-9.6612,-9.75878,119.328
13.41,-9.6612,-9.75878,119.23
13.42,-9.6612,-9.75878,119.133
13.43,-9.6612,-9.75878,119.035
13.44,-9.6612,-9.75878,118.938
13.45,-9.6612,-9.75878,118.84
13.46,-9.6612,-9.75878,118.742
13.47,-9.6612,-9.75878,118.645
13.48,-9.6612,-9.75878,118.547
13.49,-9.6612,-9.75878,118.45
13.5,-9.6612,-9.75878,118.352
13.51,-9.6612,-9.75878,118.254
13.52,-9.6612,-9.75878,118.157
13.53,-9.6612,-9.75878,118.059
13.54,-9.6612,-9.75878,117.962
13.55,-9.6612,-9.75878,117.864
13.56,-9.6612,-9.75878,117.767
13.57,-9.6612,-9.75878,117.669
13.58,-9.6612,-9.75878,117.571
13.59,-9.6612,-9.75878,117.474
13.6,-9.6612,-9.75878,117.376
13.61,-9.6612,-9.75878,117.279
13.62,-9.6612,-9.75878,117.181
13.63,-9.6612,-9.75878,117.083
13.64,-9.6612,-9.75878,116.986
13.65,-9.6612,-9.75878,116.888
13.66,-9.6612,-9.75878,116.791
13.67,-9.6612,-9.75878,116.693
13.68,-9.6612,-9.75878,116.595
13.69,-9.6612,-9.75878,116.498
13.7,-9.6612,-9.75878,116.4
13.71,-9.6612,-9.75878,116.303
13.72,-9.6612,-9.75878,116.205
13.73,-9.6612,-9.75878,116.108
13.74,-9.6612,-9.75878,116.01
13.75,-9.6612,-9.75878,115.912
13.76,-9.6612,-9.75878,115.815
13.77,-9.6612,-9.75878,115.717
13.78,-9.6612,-9.75878,115.62
13.79,-9.6612,-9.75878,115.522
13.8,-9.6612,-9.75878,115.424
13.81,-9.6612,-9.75878,115.327
13.82,-9.6612,-9.75878,115.229
13.83,-9.6612,-9.75878,115.132
13.84,-9.6612,-9.75878,115.034
13.85,-9.6612,-9.75878,114.936
13.86,-9.6612,-9.75878,114.839
13.87,-9.6612,-9.75878,114.741
13.88,-9.6612,-9.75878,114.644
13.89,-9.6612,-9.75878,114.546
13.9,-9.6612,-9.75878,114.449
13.91,-9.6612,-9.75878,114.351
13.92,-9.6612,-9.75878,114.253
13.93,-9.6612,-9.75878,114.156
13.94,-9.6612,-9.75878,114.058
13.95,-9.6612,-9.75878,113.961
13.96,-9.6612,-9.75878,113.863
13.97,-9.6612,-9.75878,113.765
13.98,-9.6612,-9.75878,113.668
13.99,-9.6612,-9.75878,113.57
14,-9.6612,-9.75878,113.473
14.01,-9.6612,-9.75878,113.375
14.02,-9.6612,-9.75878,113.277
14.03,-9.6612,-9.75878,113.18
14.04,-9.6612,-9.75878,113.082
14.05,-9.6612,-9.75878,112.985
14.06,-9.6612,-9.75878,112.887
14.07,-9.6612,-9.75878,112.79
14.08,-9.6612,-9.75878,112.692
14.09,-9.6612,-9.75878,112.594
14.1,-9.6612,-9.75878,112.497
14.11,-9.6612,-9.75878,112.399
14.12,-9.6612,-9.75878,112.302
14.13,-9.6612,-9.75878,112.204
14.14,-9.6612,-9.75878,112.106
14.15,-9.6612,-9.75878,112.009
14.16,-9.6612,-9.75878,111.911
14.17,-9.6612,-9.75878,111.814
14.18,-9.6612,-9.75878,111.716
14.19,-9.6612,-9.75878,111.618
14.2,-9.6612,-9.75878,111.521
14.21,-9.6612,-9.75878,111.423
14.22,-9.6612,-9.75878,111.326
14.23,-9.6612,-9.75878,111.228
14.24,-9.6612,-9.75878,111.131
14.25,-9.6612,-9.75878,111.033
14.26,-9.6612,-9.75878,110.935
14.27,-9.6612,-9.75878,110.838
14.28,-9.6612,-9.75878,110.74
14.29,-9.6612,-9.75878,110.643
14.3,-9.6612,-9.75878,110.545
14.31,-9.6612,-9.75878,110.447
14.32,-9.6612,-9.75878,110.35
14.33,-9.6612,-9.75878,110.252
14.34,-9.6612,-9.75878,110.155
14.35,-9.6612,-9.75878,110.057
14.36,-9.6612,-9.75878,109.959
14.37,-9.6612,-9.75878,109.862
14.38,-9.6612,-9.75878,109.764
14.39,-9.6612,-9.75878,109.667
14.4,-9.6612,-9.75878,109.569
14.41,-9.6612,-9.75878,109.472
14.42,-9.6612,-9.75878,109.374
14.43,-9.6612,-9.75878,109.276
14.44,-9.6612,-9.75878,109.179
14.45,-9.6612,-9.75878,109.081
14.46,-9.6612,-9.75878,108.984
14.47,-9.6612,-9.75878,108.886
14.48,-9.6612,-9.75878,108.788
14.49,-9.6612,-9.75878,108.691
14.5,-9.6612,-9.75878,108.593
14.51,-9.6612,-9.75878,108.496
14.52,-9.6612,-9.75878,108.398
14.53,-9.6612,-9.75878,108.3
14.54,-9.6612,-9.75878,108.203
14.55,-9.6612,-9.75878,108.105
14.56,-9.6612,-9.75878,108.008
14.57,-9.6612,-9.75878,107.91
14.58,-9.6612,-9.75878,107.813
14.59,-9.6612,-9.75878,107.715
14.6,-9.6612,-9.75878,107.617
14.61,-9.6612,-9.75878,107.52
14.62,-9.6612,-9.75878,107.422
14.63,-9.6612,-9.75878,107.325
14.64,-9.6612,-9.75878,107.227
14.65,-9.6612,-9.75878,107.129
14.66,-9.6612,-9.75878,107.032
14.67,-9.6612,-9.75878,106.934
14.68,-9.6612,-9.75878,106.837
14.69,-9.6612,-9.75878,106.739
14.7,-9.6612,-9.75878,106.641
14.71,-9.6612,-9.75878,106.544
14.72,-9.6612,-9.75878,106.446
14.73,-9.6612,-9.75878,106.349
14.74,-9.6612,-9.75878,106.251
14.75,-9.6612,-9.75878,106.154
14.76,-9.6612,-9.75878,106.056
14.77,-9.6612,-9.75878,105.958
14.78,-9.6612,-9.75878,105.861
14.79,-9.6612,-9.75878,105.763
14.8,-9.6612,-9.75878,105.666
14.81,-9.6612,-9.75878,105.568
14.82,-9.6612,-9.75878,105.47
14.83,-9.6612,-9.75878,105.373
14.84,-9.6612,-9.75878,105.275
14.85,-9.6612,-9.75878,105.178
14.86,-9.6612,-9.75878,105.08
14.87,-9.6612,-9.75878,104.982
14.88,-9.6612,-9.75878,104.885
14.89,-9.6612,-9.75878,104.787
14.9,-9.6612,-9.75878,104.69
14.91,-9.6612,-9.75878,104.592
14.92,-9.6612,-9.75878,104.495
14.93,-9.6612,-9.75878,104.397
14.94,-9.6612,-9.75878,104.299
14.95,-9.6612,-9.75878,104.202
14.96,-9.6612,-9.75878,104.104
14.97,-9.6612,-9.75878,104.007
14.98,-9.6612,-9.75878,103.909
14.99,-9.6612,-9.75878,103.811
15,-9.6612,-9.75878,103.714
15.01,-9.6612,-9.75878,103.616
15.02,-9.6612,-9.75878,103.519
15.03,-9.6612,-9.75878,103.421
15.04,-9.6612,-9.75878,103.324
15.05,-9.6612,-9.75878,103.226
15.06,-9.6612,-9.75878,103.128
15.07,-9.6612,-9.75878,103.031
15.08,-9.6612,-9.75878,102.933
15.09,-9.6612,-9.75878,102.836
15.1,-9.6612,-9.75878,102.738
15.11,-9.6612,-9.75878,102.64
15.12,-9.6612,-9.75878,102.543
15.13,-9.6612,-9.75878,102.445
15.14,-9.6612,-9.75878,102.348
15.15,-9.6612,-9.75878,102.25
15.16,-9.6612,-9.75878,102.152
15.17,-9.6612,-9.75878,102.055
15.18,-9.6612,-9.75878,101.957
15.19,-9.6612,-9.75878,101.86
15.2,-9.6612,-9.75878,101.762
15.21,-9.6612,-9.75878,101.665
15.22,-9.6612,-9.75878,101.567
15.23,-9.6612,-9.75878,101.469
15.24,-9.6612,-9.75878,101.372
15.25,-9.6612,-9.75878,101.274
15.26,-9.6612,-9.75878,101.177
15.27,-9.6612,-9.75878,101.079
15.28,-9.6612,-9.75878,100.981
15.29,-9.6612,-9.75878,100.884
15.3,-9.6612,-9.75878,100.786
15.31,-9.6612,-9.75878,100.689
15.32,-9.6612,-9.75878,100.591
15.33,-9.6612,-9.75878,100.493
15.34,-9.6612,-9.75878,100.396
15.35,-9.6612,-9.75878,100.298
15.36,-9.6612,-9.75878,100.201
15.37,-9.6612,-9.75878,100.103
15.38,-9.6612,-9.75878,100.006
15.39,-9.6612,-9.75878,99.9079
15.4,-9.6612,-9.75878,99.8103
15.41,-9.6612,-9.75878,99.7128
15.42,-9.6612,-9.75878,99.6152
15.43,-9.6612,-9.75878,99.5176
15.44,-9.6612,-9.75878,99.42
15.45,-9.6612,-9.75878,99.3224
15.46,-9.6612,-9.75878,99.2248
15.47,-9.6612,-9.75878,99.1272
15.48,-9.6612,-9.75878,99.0296
15.49,-9.6612,-9.75878,98.9321
15.5,-9.6612,-9.75878,98.8345
15.51,-9.6612,-9.75878,98.7369
15.52,-9.6612,-9.75878,98.6393
15.53,-9.6612,-9.75878,98.5417
15.54,-9.6612,-9.75878,98.4441
15.55,-9.6612,-9.75878,98.3465
15.56,-9.6612,-9.75878,98.2489
15.57,-9.6612,-9.75878,98.1513
15.58,-9.6612,-9.75878,98.0538
15.59,-9.6612,-9.75878,97.9562
15.6,-9.6612,-9.75878,97.8586
15.61,-9.6612,-9.75878,97.761
15.62,-9.6612,-9.75878,97.6634
15.63,-9.6612,-9.75878,97.5658
15.64,-9.6612,-9.75878,97.4682
15.65,-9.6612,-9.75878,97.3706
15.66,-9.6612,-9.75878,97.2731
15.67,-9.6612,-9.75878,97.1755
15.68,-9.6612,-9.75878,97.0779
15.69,-9.6612,-9.75878,96.9803
15.7,-9.6612,-9.75878,96.8827
15.71,-9.6612,-9.75878,96.7851
15.72,-9.6612,-9.75878,96.6875
15.73,-9.6612,-9.75878,96.5899
15.74,-9.6612,-9.75878,96.4924
15.75,-9.6612,-9.75878,96.3948
15.76,-9.6612,-9.75878,96.2972
15.77,-9.6612,-9.75878,96.1996
15.78,-9.6612,-9.75878,96.102
15.79,-9.6612,-9.75878,96.0044
15.8,-9.6612,-9.75878,95.9068
15.81,-9.6612,-9.75878,95.8092
15.82,-9.6612,-9.75878,95.7117
15.83,-9.6612,-9.75878,95.6141
15.84,-9.6612,-9.75878,95.5165
15.85,-9.6612,-9.75878,95.4189
15.86,-9.6612,-9.75878,95.3213
15.87,-9.6612,-9.75878,95.2237
15.88,-9.6612,-9.75878,95.1261
15.89,-9.6612,-9.75878,95.0285
15.9,-9.6612,-9.75878,94.9309
15.91,-9.6612,-9.75878,94.8334
15.92,-9.6612,-9.75878,94.7358
15.93,-9.6612,-9.75878,94.6382
15.94,-9.6612,-9.75878,94.5406
15.95,-9.6612,-9.75878,94.443
15.96,-9.6612,-9.75878,94.3454
15.97,-9.6612,-9.75878,94.2478
15.98,-9.6612,-9.75878,94.1502
15.99,-9.6612,-9.75878,94.0527
16,-9.6612,-9.75878,93.9551
16.01,-9.6612,-9.75878,93.8575
16.02,-9.6612,-9.75878,93.7599
16.03,-9.6612,-9.75878,93.6623
16.04,-9.6612,-9.75878,93.5647
16.05,-9.6612,-9.75878,93.4671
16.06,-9.6612,-9.75878,93.3695
16.07,-9.6612,-9.75878,93.272
16.08,-9.6612,-9.75878,93.1744
16.09,-9.6612,-9.75878,93.0768
16.1,-9.6612,-9.75878,92.9792
16.11,-9.6612,-9.75878,92.8816
16.12,-9.6612,-9.75878,92.784
16.13,-9.6612,-9.75878,92.6864
16.14,-9.6612,-9.75878,92.5888
16.15,-9.6612,-9.75878,92.4913
16.16,-9.6612,-9.75878,92.3937
16.17,-9.6612,-9.75878,92.2961
16.18,-9.6612,-9.75878,92.1985
16.19,-9.6612,-9.75878,92.1009
16.2,-9.6612,-9.75878,92.0033
16.21,-9.6612,-9.75878,91.9057
16.22,-9.6612,-9.75878,91.8081
16.23,-9.6612,-9.75878,91.7105
16.24,-9.6612,-9.75878,91.613
16.25,-9.6612,-9.75878,91.5154
16.26,-9.6612,-9.75878,91.4178
16.27,-9.6612,-9.75878,91.3202
16.28,-9.6612,-9.75878,91.2226
16.29,-9.6612,-9.75878,91.125
16.3,-9.6612,-9.75878,91.0274
16.31,-9.6612,-9.75878,90.9298
16.32,-9.6612,-9.75878,90.8323
16.33,-9.6612,-9.75878,90.7347
16.34,-9.6612,-9.75878,90.6371
16.35,-9.6612,-9.75878,90.5395
16.36,-9.6612,-9.75878,90.4419
16.37,-9.6612,-9.75878,90.3443
16.38,-9.6612,-9.75878,90.2467
16.39,-9.6612,-9.75878,90.1491
16.4,-9.6612,-9.75878,90.0516
16.41,-9.6612,-9.75878,89.954
16.42,-9.6612,-9.75878,89.8564
16.43,-9.6612,-9.75878,89.7588
16.44,-9.6612,-9.75878,89.6612
16.45,-9.6612,-9.75878,89.5636
16.46,-9.6612,-9.75878,89.466
16.47,-9.6612,-9.75878,89.3684
16.48,-9.6612,-9.75878,89.2709
16.49,-9.6612,-9.75878,89.1733
16.5,-9.6612,-9.75878,89.0757
16.51,-9.6612,-9.75878,88.9781
16.52,-9.6612,-9.75878,88.8805
16.53,-9.6612,-9.75878,88.7829
16.54,-9.6612,-9.75878,88.6853
16.55,-9.6612,-9.75878,88.5877
16.56,-9.6612,-9.75878,88.4902
16.57,-9.6612,-9.75878,88.3926
16.58,-9.6612,-9.75878,88.295
16.59,-9.6612,-9.75878,88.1974
16.6,-9.6612,-9.75878,88.0998
16.61,-9.6612,-9.75878,88.0022
16.62,-9.6612,-9.75878,87.9046
16.63,-9.6612,-9.75878,87.807
16.64,-9.6612,-9.75878,87.7094
16.65,-9.6612,-9.75878,87.6119
16.66,-9.6612,-9.75878,87.5143
16.67,-9.6612,-9.75878,87.4167
16.68,-9.6612,-9.75878,87.3191
16.69,-9.6612,-9.75878,87.2215
16.7,-9.6612,-9.75878,87.1239
16.71,-9.6612,-9.75878,87.0263
16.72,-9.6612,-9.75878,86.9287
16.73,-9.6612,-9.75878,86.8312
16.74,-9.6612,-9.75878,86.7336
16.75,-9.6612,-9.75878,86.636
16.76,-9.6612,-9.75878,86.5384
16.77,-9.6612,-9.75878,86.4408
16.78,-9.6612,-9.75878,86.3432
16.79,-9.6612,-9.75878,86.2456
16.8,-9.6612,-9.75878,86.148
16.81,-9.6612,-9.75878,86.0505
16.82,-9.6612,-9.75878,85.9529
16.83,-9.6612,-9.75878,85.8553
16.84,-9.6612,-9.75878,85.7577
16.85,-9.6612,-9.75878,85.6601
16.86,-9.6612,-9.75878,85.5625
16.87,-9.6612,-9.75878,85.4649
16.88,-9.6612,-9.75878,85.3673
16.89,-9.6612,-9.75878,85.2698
16.9,-9.6612,-9.75878,85.1722
16.91,-9.6612,-9.75878,85.0746
16.92,-9.6612,-9.75878,84.977
16.93,-9.6612,-9.75878,84.8794
16.94,-9.6612,-9.75878,84.7818
16.95,-9.6612,-9.75878,84.6842
16.96,-9.6612,-9.75878,84.5866
16.97,-9.6612,-9.75878,84.489
16.98,-9.6612,-9.75878,84.3915
16.99,-9.6612,-9.75878,84.2939
17,-9.6612,-9.75878,84.1963
17.01,-9.6612,-9.75878,84.0987
17.02,-9.6612,-9.75878,84.0011
17.03,-9.6612,-9.75878,83.9035
17.04,-9.6612,-9.75878,83.8059
17.05,-9.6612,-9.75878,83.7083
17.06,-9.6612,-9.75878,83.6108
17.07,-9.6612,-9.75878,83.5132
17.08,-9.6612,-9.75878,83.4156
17.09,-9.6612,-9.75878,83.318
17.1,-9.6612,-9.75878,83.2204
17.11,-9.6612,-9.75878,83.1228
17.12,-9.6612,-9.75878,83.0252
17.13,-9.6612,-9.75878,82.9276
17.14,-9.6612,-9.75878,82.8301
17.15,-9.6612,-9.75878,82.7325
17.16,-9.6612,-9.75878,82.6349
17.17,-9.6612,-9.75878,82.5373
17.18,-9.6612,-9.75878,82.4397
17.19,-9.6612,-9.75878,82.3421
17.2,-9.6612,-9.75878,82.2445
17.21,-9.6612,-9.75878,82.1469
17.22,-9.6612,-9.75878,82.0494
17.23,-9.6612,-9.75878,81.9518
17.24,-9.6612,-9.75878,81.8542
17.25,-9.6612,-9.75878,81.7566
17.26,-9.6612,-9.75878,81.659
17.27,-9.6612,-9.75878,81.5614
17.28,-9.6612,-9.75878,81.4638
17.29,-9.6612,-9.75878,81.3662
17.3,-9.6612,-9.75878,81.2686
17.31,-9.6612,-9.75878,81.1711
17.32,-9.6612,-9.75878,81.0735
17.33,-9.6612,-9.75878,80.9759
17.34,-9.6612,-9.75878,80.8783
17.35,-9.6612,-9.75878,80.7807
17.36,-9.6612,-9.75878,80.6831
17.37,-9.6612,-9.75878,80.5855
17.38,-9.6612,-9.75878,80.4879
17.39,-9.6612,-9.75878,80.3904
17.4,-9.6612,-9.75878,80.2928
17.41,-9.6612,-9.75878,80.1952
17.42,-9.6612,-9.75878,80.0976
17.43,-9.6612,-9.75878,80
17.44,-9.6612,-9.75878,79.9024
17.45,-9.6612,-9.75878,79.8048
17.46,-9.6612,-9.75878,79.7072
17.47,-9.6612,-9.75878,79.6097
17.48,-9.6612,-9.75878,79.5121
17.49,-9.6612,-9.75878,79.4145
17.5,-9.6612,-9.75878,79.3169
17.51,-9.6612,-9.75878,79.2193
17.52,-9.6612,-9.75878,79.1217
17.53,-9.6612,-9.75878,79.0241
17.54,-9.6612,-9.75878,78.9265
17.55,-9.6612,-9.75878,78.829
17.56,-9.6612,-9.75878,78.7314
17.57,-9.6612,-9.75878,78.6338
17.58,-9.6612,-9.75878,78.5362
17.59,-9.6612,-9.75878,78.4386
17.6,-9.6612,-9.75878,78.341
17.61,-9.6612,-9.75878,78.2434
17.62,-9.6612,-9.75878,78.1458
17.63,-9.6612,-9.75878,78.0483
17.64,-9.6612,-9.75878,77.9507
17.65,-9.6612,-9.75878,77.8531
17.66,-9.6612,-9.75878,77.7555
17.67,-9.6612,-9.75878,77.6579
17.68,-9.6612,-9.75878,77.5603
17.69,-9.6612,-9.75878,77.4627
17.7,-9.6612,-9.75878,77.3651
17.71,-9.6612,-9.75878,77.2675
17.72,-9.6612,-9.75878,77.17
17.73,-9.6612,-9.75878,77.0724
17.74,-9.6612,-9.75878,76.9748
17.75,-9.6612,-9.75878,76.8772
17.76,-9.6612,-9.75878,76.7796
17.77,-9.6612,-9.75878,76.682
17.78,-9.6612,-9.75878,76.5844
17.79,-9.6612,-9.75878,76.4868
17.8,-9.6612,-9.75878,76.3893
17.81,-9.6612,-9.75878,76.2917
17.82,-9.6612,-9.75878,76.1941
17.83,-9.6612,-9.75878,76.0965
17.84,-9.6612,-9.75878,75.9989
17.85,-9.6612,-9.75878,75.9013
17.86,-9.6612,-9.75878,75.8037
17.87,-9.6612,-9.75878,75.7061
17.88,-9.6612,-9.75878,75.6086
17.89,-9.6612,-9.75878,75.511
17.9,-9.6612,-9.75878,75.4134
17.91,-9.6612,-9.75878,75.3158
17.92,-9.6612,-9.75878,75.2182
17.93,-9.6612,-9.75878,75.1206
17.94,-9.6612,-9.75878,75.023
17.95,-9.6612,-9.75878,74.9254
17.96,-9.6612,-9.75878,74.8279
17.97,-9.6612,-9.75878,74.7303
17.98,-9.6612,-9.75878,74.6327
17.99,-9.6612,-9.75878,74.5351
18,-9.6612,-9.75878,74.4375
18.01,-9.6612,-9.75878,74.3399
18.02,-9.6612,-9.75878,74.2423
18.03,-9.6612,-9.75878,74.1447
18.04,-9.6612,-9.75878,74.0471
18.05,-9.6612,-9.75878,73.9496
18.06,-9.6612,-9.75878,73.852
18.07,-9.6612,-9.75878,73.7544
18.08,-9.6612,-9.75878,73.6568
18.09,-9.6612,-9.75878,73.5592
18.1,-9.6612,-9.75878,73.4616
18.11,-9.6612,-9.75878,73.364
18.12,-9.6612,-9.75878,73.2664
18.13,-9.6612,-9.75878,73.1689
18.14,-9.6612,-9.75878,73.0713
18.15,-9.6612,-9.75878,72.9737
18.16,-9.6612,-9.75878,72.8761
18.17,-9.6612,-9.75878,72.7785
18.18,-9.6612,-9.75878,72.6809
18.19,-9.6612,-9.75878,72.5833
18.2,-9.6612,-9.75878,72.4857
18.21,-9.6612,-9.75878,72.3882
18.22,-9.6612,-9.75878,72.2906
18.23,-9.6612,-9.75878,72.193
18.24,-9.6612,-9.75878,72.0954
18.25,-9.6612,-9.75878,71.9978
18.26,-9.6612,-9.75878,71.9002
18.27,-9.6612,-9.75878,71.8026
18.28,-9.6612,-9.75878,71.705
18.29,-9.6612,-9.75878,71.6075
18.3,-9.6612,-9.75878,71.5099
18.31,-9.6612,-9.75878,71.4123
18.32,-9.6612,-9.75878,71.3147
18.33,-9.6612,-9.75878,71.2171
18.34,-9.6612,-9.75878,71.1195
18.35,-9.6612,-9.75878,71.0219
18.36,-9.6612,-9.75878,70.9243
18.37,-9.6612,-9.75878,70.8267
18.38,-9.6612,-9.75878,70.7292
18.39,-9.6612,-9.75878,70.6316
18.4,-9.6612,-9.75878,70.534
18.41,-9.6612,-9.75878,70.4364
18.42,-9.6612,-9.75878,70.3388
18.43,-9.6612,-9.75878,70.2412
18.44,-9.6612,-9.75878,70.1436
18.45,-9.6612,-9.75878,70.046
18.46,-9.6612,-9.75878,69.9485
18.47,-9.6612,-9.75878,69.8509
18.48,-9.6612,-9.75878,69.7533
18.49,-9.6612,-9.75878,69.6557
18.5,-9.6612,-9.75878,69.5581
18.51,-9.6612,-9.75878,69.4605
18.52,-9.6612,-9.75878,69.3629
18.53,-9.6612,-9.75878,69.2653
18.54,-9.6612,-9.75878,69.1678
18.55,-9.6612,-9.75878,69.0702
18.56,-9.6612,-9.75878,68.9726
18.57,-9.6612,-9.75878,68.875
18.58,-9.6612,-9.75878,68.7774
18.59,-9.6612,-9.75878,68.6798
18.6,-9.6612,-9.75878,68.5822
18.61,-9.6612,-9.75878,68.4846
18.62,-9.6612,-9.75878,68.3871
18.63,-9.6612,-9.75878,68.2895
18.64,-9.6612,-9.75878,68.1919
18.65,-9.6612,-9.75878,68.0943
18.66,-9.6612,-9.75878,67.9967
18.67,-9.6612,-9.75878,67.8991
18.68,-9.6612,-9.75878,67.8015
18.69,-9.6612,-9.75878,67.7039
18.7,-9.6612,-9.75878,67.6064
18.71,-9.6612,-9.75878,67.5088
18.72,-9.6612,-9.75878,67.4112
18.73,-9.6612,-9.75878,67.3136
18.74,-9.6612,-9.75878,67.216
18.75,-9.6612,-9.75878,67.1184
18.76,-9.6612,-9.75878,67.0208
18.77,-9.6612,-9.75878,66.9232
18.78,-9.6612,-9.75878,66.8256
18.79,-9.6612,-9.75878,66.7281
18.8,-9.6612,-9.75878,66.6305
18.81,-9.6612,-9.75878,66.5329
18.82,-9.6612,-9.75878,66.4353
18.83,-9.6612,-9.75878,66.3377
18.84,-9.6612,-9.75878,66.2401
18.85,-9.6612,-9.75878,66.1425
18.86,-9.6612,-9.75878,66.0449
18.87,-9.6612,-9.75878,65.9474
18.88,-9.6612,-9.75878,65.8498
18.89,-9.6612,-9.75878,65.7522
18.9,-9.6612,-9.75878,65.6546
18.91,-9.6612,-9.75878,65.557
18.92,-9.6612,-9.75878,65.4594
18.93,-9.6612,-9.75878,65.3618
18.94,-9.6612,-9.75878,65.2642
18.95,-9.6612,-9.75878,65.1667
18.96,-9.6612,-9.75878,65.0691
18.97,-9.6612,-9.75878,64.9715
18.98,-9.6612,-9.75878,64.8739
18.99,-9.6612,-9.75878,64.7763
19,-9.6612,-9.75878,64.6787
19.01,-9.6612,-9.75878,64.5811
19.02,-9.6612,-9.75878,64.4835
19.03,-9.6612,-9.75878,64.386
19.04,-9.6612,-9.75878,64.2884
19.05,-9.6612,-9.75878,64.1908
19.06,-9.6612,-9.75878,64.0932
19.07,-9.6612,-9.75878,63.9956
19.08,-9.6612,-9.75878,63.898
19.09,-9.6612,-9.75878,63.8004
19.1,-9.6612,-9.75878,63.7028
19.11,-9.6612,-9.75878,63.6052
19.12,-9.6612,-9.75878,63.5077
19.13,-9.6612,-9.75878,63.4101
19.14,-9.6612,-9.75878,63.3125
19.15,-9.6612,-9.75878,63.2149
19.16,-9.6612,-9.75878,63.1173
19.17,-9.6612,-9.75878,63.0197
19.18,-9.6612,-9.75878,62.9221
19.19,-9.6612,-9.75878,62.8245
19.2,-9.6612,-9.75878,62.727
19.21,-9.6612,-9.75878,62.6294
19.22,-9.6612,-9.75878,62.5318
19.23,-9.6612,-9.75878,62.4342
19.24,-9.6612,-9.75878,62.3366
19.25,-9.6612,-9.75878,62.239
19.26,-9.6612,-9.75878,62.1414
19.27,-9.6612,-9.75878,62.0438
19.28,-9.6612,-9.75878,61.9463
