Time,Acceleration,Velocity,Height
19.29,-9.6612,-9.75878,61.8487
19.3,-9.6612,-9.75878,61.7511
19.31,-9.6612,-9.75878,61.6535
19.32,-9.6612,-9.75878,61.5559
19.33,-9.6612,-9.75878,61.4583
19.34,-9.6612,-9.75878,61.3607
19.35,-9.6612,-9.75878,61.2631
19.36,-9.6612,-9.75878,61.1656
19.37,-9.6612,-9.75878,61.068
19.38,-9.6612,-9.75878,60.9704
19.39,-9.6612,-9.75878,60.8728
19.4,-9.6612,-9.75878,60.7752
19.41,-9.6612,-9.75878,60.6776
19.42,-9.6612,-9.75878,60.58
19.43,-9.6612,-9.75878,60.4824
19.44,-9.6612,-9.75878,60.3848
19.45,-9.6612,-9.75878,60.2873
19.46,-9.6612,-9.75878,60.1897
19.47,-9.6612,-9.75878,60.0921
19.48,-9.6612,-9.75878,59.9945
19.49,-9.6612,-9.75878,59.8969
19.5,-9.6612,-9.75878,59.7993
19.51,-9.6612,-9.75878,59.7017
19.52,-9.6612,-9.75878,59.6041
19.53,-9.6612,-9.75878,59.5066
19.54,-9.6612,-9.75878,59.409
19.55,-9.6612,-9.75878,59.3114
19.56,-9.6612,-9.75878,59.2138
19.57,-9.6612,-9.75878,59.1162
19.58,-9.6612,-9.75878,59.0186
19.59,-9.6612,-9.75878,58.921
19.6,-9.6612,-9.75878,58.8234
19.61,-9.6612,-9.75878,58.7259
19.62,-9.6612,-9.75878,58.6283
19.63,-9.6612,-9.75878,58.5307
19.64,-9.6612,-9.75878,58.4331
19.65,-9.6612,-9.75878,58.3355
19.66,-9.6612,-9.75878,58.2379
19.67,-9.6612,-9.75878,58.1403
19.68,-9.6612,-9.75878,58.0427
19.69,-9.6612,-9.75878,57.9452
19.7,-9.6612,-9.75878,57.8476
19.71,-9.6612,-9.75878,57.75
19.72,-9.6612,-9.75878,57.6524
19.73,-9.6612,-9.75878,57.5548
19.74,-9.6612,-9.75878,57.4572
19.75,-9.6612,-9.75878,57.3596
19.76,-9.6612,-9.75878,57.262
19.77,-9.6612,-9.75878,57.1645
19.78,-9.6612,-9.75878,57.0669
19.79,-9.6612,-9.75878,56.9693
19.8,-9.6612,-9.75878,56.8717
19.81,-9.6612,-9.75878,56.7741
19.82,-9.6612,-9.75878,56.6765
19.83,-9.6612,-9.75878,56.5789
19.84,-9.6612,-9.75878,56.4813
19.85,-9.6612,-9.75878,56.3837
19.86,-9.6612,-9.75878,56.2862
19.87,-9.6612,-9.75878,56.1886
19.88,-9.6612,-9.75878,56.091
19.89,-9.6612,-9.75878,55.9934
19.9,-9.6612,-9.75878,55.8958
19.91,-9.6612,-9.75878,55.7982
19.92,-9.6612,-9.75878,55.7006
19.93,-9.6612,-9.75878,55.603
19.94,-9.6612,-9.75878,55.5055
19.95,-9.6612,-9.75878,55.4079
19.96,-9.6612,-9.75878,55.3103
19.97,-9.6612,-9.75878,55.2127
19.98,-9.6612,-9.75878,55.1151
19.99,-9.6612,-9.75878,55.0175
20,-9.6612,-9.75878,54.9199
